mOTU_linkage_group	TARA_018_DCM_0.22-1.6	TARA_018_SRF_0.22-1.6	TARA_023_DCM_0.22-1.6	TARA_023_SRF_0.22-1.6	TARA_025_DCM_0.22-1.6	TARA_025_SRF_0.22-1.6	TARA_030_DCM_0.22-1.6	TARA_030_SRF_0.22-1.6	TARA_031_SRF_0.22-1.6	TARA_032_DCM_0.22-1.6	TARA_032_SRF_0.22-1.6	TARA_033_SRF_0.22-1.6	TARA_034_DCM_0.22-1.6	TARA_034_SRF_0.22-1.6	TARA_036_DCM_0.22-1.6	TARA_036_SRF_0.22-1.6	TARA_037_MES_0.22-1.6	TARA_038_DCM_0.22-1.6	TARA_038_MES_0.22-1.6	TARA_038_SRF_0.22-1.6	TARA_039_DCM_0.22-1.6	TARA_039_MES_0.22-1.6	TARA_041_DCM_0.22-1.6	TARA_041_SRF_0.22-1.6	TARA_042_DCM_0.22-1.6	TARA_042_SRF_0.22-1.6	TARA_045_SRF_0.22-1.6	TARA_048_SRF_0.22-1.6	TARA_004_DCM_0.22-1.6	TARA_004_SRF_0.22-1.6	TARA_052_DCM_0.22-1.6	TARA_052_SRF_0.22-1.6	TARA_007_DCM_0.22-1.6	TARA_007_SRF_0.22-1.6	TARA_009_DCM_0.22-1.6	TARA_009_SRF_0.22-1.6	TARA_100_DCM_0.22-3	TARA_100_MES_0.22-3	TARA_100_SRF_0.22-3	TARA_102_DCM_0.22-3	TARA_102_MES_0.22-3	TARA_102_SRF_0.22-3	TARA_109_DCM_0.22-3	TARA_109_MES_0.22-3	TARA_109_SRF_0.22-3	TARA_110_DCM_0.22-3	TARA_110_MES_0.22-3	TARA_110_SRF_0.22-3	TARA_111_DCM_0.22-3	TARA_111_MES_0.22-3	TARA_111_SRF_0.22-3	TARA_112_DCM_0.22-3	TARA_112_MES_0.22-3	TARA_112_SRF_0.22-3	TARA_122_DCM_0.22-3	TARA_122_MES_0.22-3	TARA_122_SRF_0.22-3	TARA_123_MIX_0.22-3	TARA_123_SRF_0.22-3	TARA_124_MIX_0.22-3	TARA_124_SRF_0.22-3	TARA_125_MIX_0.22-3	TARA_125_SRF_0.22-3	TARA_128_DCM_0.22-3	TARA_128_SRF_0.22-3	TARA_132_DCM_0.22-3	TARA_132_MES_0.22-3	TARA_132_SRF_0.22-3	TARA_133_DCM_0.22-3	TARA_133_MES_0.22-3	TARA_133_SRF_0.22-3	TARA_137_DCM_0.22-3	TARA_137_MES_0.22-3	TARA_137_SRF_0.22-3	TARA_138_DCM_0.22-3	TARA_138_MES_0.22-3	TARA_138_SRF_0.22-3	TARA_140_SRF_0.22-3	TARA_141_SRF_0.22-3	TARA_142_DCM_0.22-3	TARA_142_MES_0.22-3	TARA_142_SRF_0.22-3	TARA_145_MES_0.22-3	TARA_145_SRF_0.22-3	TARA_146_MES_0.22-3	TARA_146_SRF_0.22-3	TARA_148b_MES_0.22-3	TARA_148_SRF_0.22-3	TARA_149_MES_0.22-3	TARA_149_SRF_0.22-3	TARA_150_DCM_0.22-3	TARA_150_SRF_0.22-3	TARA_151_DCM_0.22-3	TARA_151_SRF_0.22-3	TARA_152_MIX_0.22-3	TARA_152_MES_0.22-3	TARA_152_SRF_0.22-3	TARA_056_MES_0.22-3	TARA_056_SRF_0.22-3	TARA_057_SRF_0.22-3	TARA_058_DCM_0.22-3	TARA_062_SRF_0.22-3	TARA_064_DCM_0.22-3	TARA_064_MES_0.22-3	TARA_064_SRF_0.22-3	TARA_065_DCM_0.22-3	TARA_065_MES_0.22-3	TARA_065_SRF_0.22-3	TARA_066_DCM_0.22-3	TARA_066_SRF_0.22-3	TARA_067_SRF_0.22-3	TARA_068_DCM_0.22-3	TARA_068_MES_0.22-3	TARA_068_SRF_0.22-3	TARA_070_MES_0.22-3	TARA_070_SRF_0.22-3	TARA_072_DCM_0.22-3	TARA_072_MES_0.22-3	TARA_072_SRF_0.22-3	TARA_076_DCM_0.22-3	TARA_076_MES_0.22-3	TARA_076_SRF_0.22-3	TARA_078_DCM_0.22-3	TARA_078_MES_0.22-3	TARA_078_SRF_0.22-3	TARA_082_DCM_0.22-3	TARA_082_SRF_0.22-3	TARA_084_SRF_0.22-3	TARA_085_DCM_0.22-3	TARA_085_MES_0.22-3	TARA_085_SRF_0.22-3	TARA_093_DCM_0.22-3	TARA_093_SRF_0.22-3	TARA_094_SRF_0.22-3	TARA_096_SRF_0.22-3	TARA_098_DCM_0.22-3	TARA_098_MES_0.22-3	TARA_098_SRF_0.22-3	TARA_099_SRF_0.22-3
motu_linkage_group_662	4.24E-05	2.09E-05	0	0	1.38E-05	0	1.03E-05	0	0.001058718	0.007569946	0.000456441	0.001679272	0.00108232	0.002362705	8.84E-05	0	0	0.000780666	0	0.000182349	0.000688718	0	0.001987112	0	0.002810417	4.08E-05	0	0	2.61E-05	0	0.001644393	2.44E-05	0	0	0	0	0.000410509	0	0	0	0	0	2.50E-05	0	1.46E-05	0.000384615	0.000131441	0.000194553	0.002093932	0	6.60E-05	0.002281215	9.65E-05	0.000837745	0.001997322	0.000481446	0.000227701	0.000892993	0.00080488	0.0044403	0.002105799	0.000231008	0.002862864	0.002180385	0.001655054	1.72E-05	0	1.03E-05	0	0	0	0	0	0	0.000215833	0	0.00010897	0.000164802	0.000827637	0.002421051	0	0.002127814	0	0.000516929	0	0.001046025	0.000125348	0.004455753	0	0.001604119	0.00022791	0.000166941	8.93E-05	1.67E-05	0	0	0	8.18E-05	0.000708871	0.002068398	0.001682139	0.001464899	0.005301789	4.68E-05	0.002135219	0.003236512	2.84E-05	0.002266077	0.00030848	0.000153638	0	5.55E-05	0	0.000121729	0	0.004769475	0.004288258	0.00050226	0.0003738	0.002017547	0	0.000472292	0.001533268	5.14E-05	0.000230267	0	0	0	0	0	0	0	0	0	0	0.002832642	0	0	0
motu_linkage_group_663	0	1.13E-05	0	0	0	0	0	0	0.003848033	0.002593499	0.002500052	0.000985501	9.59E-05	0.000694818	0	0	0	1.22E-05	0	1.70E-05	0.000117306	0	3.84E-05	0.003787917	0.002462461	0.00634382	0.004721323	0.006361314	0	0	0.005607605	0.002862881	0	0	0	0	0.00020669	0	0	0	0	0	1.84E-05	0	8.34E-05	1.54E-05	0	3.20E-05	0.000309544	0	0.000173215	0.004902393	0.000187808	0.010383505	0.003094752	0.000725953	0.00284214	0.000327997	0.001885114	0.002371985	0.002443789	0	0.00307631	0.000354478	0.000207735	1.70E-05	0	0.003544507	0	0	0	0	0	0.000311249	2.40E-05	0	0.007415205	0	0.001055951	0.004418418	0	0.004921315	0	0.000265459	0	0.001916894	0.000173302	0.002086456	0	0.000906892	0.000603126	0.000281144	0	5.48E-05	0	0	0	0.001129703	0.00486083	0.002685198	0.001789275	0.0019604	0.003319196	0.000128639	0.005122864	0.002721927	8.77E-05	0.003543451	0.000369425	0.000368432	0	0.00036186	0	0.000309342	6.22E-05	0.001240353	0.005600998	0.006869996	0.013027412	0.003722461	5.48E-05	0.011319923	0.000858986	0.00044843	0.001918481	0	0	0	0	0	0	0	0	4.89E-05	0.003631866	0.004049074	0	0.010771955	0.008870169
motu_linkage_group_667	0	5.40E-06	2.74E-05	0	7.79E-06	0	0	0	0.000211499	0.001986259	0.000223744	0.000298159	0.001770249	0.000141152	0.000244741	0.000192772	0	0.002185484	0	0.000400355	0.001373269	0	0.004153192	0	0.004648249	5.27E-05	0	0	0.000763256	0.000119713	0.00065557	7.57E-05	0.000115933	1.93E-05	0.000203223	0	0.000238961	0	0	0.000369277	0	0.000103871	0.000457151	0	0.000129403	0.002604028	0.000734524	0.001984444	0.000249953	0	3.14E-05	0	0	0	0.002899655	0.000417666	0.000107093	0.000546807	5.69E-05	0.001086436	0.000200139	0.001869723	0.000208686	0.000810042	0.000666885	2.02E-05	0	0	0	0	0	0	0	0.000164531	0.001662543	0	1.66E-05	0.000191647	7.76E-05	0.000782776	0	0.000849286	0	0.001033869	4.90E-05	0.002879893	0.000561099	0.001716206	0	0.00236055	0.000590702	0.000944986	0.0005422	0.000214151	0.000108205	0	7.44E-05	3.23E-05	0.000134954	0.000391098	0.000732808	0.000441046	0.000686393	0	0.000688519	0.001735188	0	0.002040954	0.001870565	0.001820227	0	0.000364812	0	0.000621387	0	6.68E-05	0.000223378	1.26E-05	8.31E-06	0	0	0	0.000183841	0	4.01E-05	0	0	0	0	0	0	2.52E-05	4.26E-05	0	0	0	0	0	0
motu_linkage_group_668	0	0	0	0	0	0	0	0	0.000232823	0.001297638	0.00040288	0.004173744	0.001283676	0.002539908	0.003145047	0.003762699	0	0.005187393	0	0.003222094	0.005587411	0	0.00517592	2.16E-05	0.0029995	6.54E-05	0	0	0.000301416	3.82E-05	0.000139927	8.55E-05	6.08E-05	3.09E-05	0.000120117	0	0.000111735	0	0	0.001762275	0	0.000845749	0.000542005	0	0.001027211	0.001030564	0.000251592	0.001101176	8.81E-05	0	0	0	0	0	0.001861511	0.000187677	2.07E-05	0.000474996	1.88E-05	0.001233046	9.92E-05	0.000527212	0.000112994	0.000112974	0.000191765	1.70E-05	0	0	0	0	0	0	0	0.000652172	0.000887311	0	1.69E-05	0.004556624	0.005165952	0.000270432	0	0.000120899	0	0.003566416	3.83E-05	0.001176827	0.000445633	0.000621041	0	0.002341753	0.000263121	0.000498001	0.000262218	0.000189626	7.90E-05	0	2.22E-05	2.06E-05	4.12E-05	0.000269274	0.00034318	0.000172976	0.00028917	0	0.000501735	0.002654993	8.21E-05	0.003165129	0.003578096	0.003021936	0	0.000321604	0	0.000336708	0	8.68E-05	3.79E-05	0	0	0	0	0	0.000910609	2.31E-05	0.000136535	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_670	0	1.13E-05	0.000170658	0.000208745	4.10E-05	6.93E-05	0	0	0.000632888	0.001057629	0.000955715	0.006555808	8.16E-05	0.008274009	0.009262187	0.008176385	0	0.009117246	0	0.005609451	0.003815903	0	0.003510466	4.01E-05	0.001303394	2.10E-05	0	0	0.001539642	0.000241157	0.005161819	0.000455114	0.000336095	1.54E-05	0.00010894	0	0	0	0	5.43E-05	0	2.32E-05	8.23E-05	0	0.000530138	0.0006018	0.000291657	0.000536357	0	0	0	2.80E-05	0	0	0	0	0	0	0.000158251	0.000133957	0.000230067	0	0.001167217	0.000909879	0.000575244	0	0	0	0	0	0	0	0	6.60E-05	0.000212002	0	0.000403268	0.005112857	0.003000939	0.002952623	0	0.001549163	0	0.01114381	0	0.006625788	0.00082349	0.009640743	3.05E-05	0.01852947	0.003900379	0.003717342	6.67E-05	7.59E-05	0	0	0	6.54E-05	0.00035978	0.001489233	0.002005599	0.001513865	0.003322878	4.17E-05	0.003005158	0.012493168	9.86E-05	0.011754669	0.017720626	0.017477096	0	0.001008947	0	0.00105913	0	0.001444756	0.000909512	0.000765061	0.001222343	0.000271987	0	5.16E-05	0.004034056	0.000110824	0.000965278	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_671	0	0	0	0	0	0	0	0	0.006221787	0.002579579	0.004921305	0.000907979	0	0.00057347	0.000334296	0.000246462	0	0.000723474	0	0.00116699	0.001156719	0	0.000117078	0.000225902	0.000360632	0.001872706	2.74E-05	3.30E-05	0	0	0.001041508	0.00129279	0	0	0	0	0	0	0	0	0	0	8.70E-05	0	7.78E-05	3.64E-05	3.86E-05	2.54E-05	0	0	0	0	0	0	3.55E-05	0.000631052	0.002432234	0.000104584	0.001229676	0.002428919	0.003259783	0	0.007631933	0.007981473	0.004747892	0	0	0	0	0	0	0	0	0.000245539	0	0	0.000778039	0.001133952	0.000106746	0.002326993	0	0.000973236	0	8.45E-05	0	0.000514455	5.34E-05	0.000965264	0	0.000117148	7.48E-06	0	0	0	0	0	0	0.000371382	0.002296595	0.00072954	0.00171645	0.001092824	0.001090778	0	0.00040696	0.001355391	0	0.001200145	0	0	0	0	0	0	0	0	0.000200326	0.001580849	0.003368848	1.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_672	0	0	0	0	0	0	0	0	0.003342017	0.00171097	0.003642993	0.013494711	2.49E-05	0.010598355	0.004178427	0.00360445	0	0.002178651	0	0.001564704	0.002256421	0	0.002007123	0.001675186	0.000811525	0.002095857	0.001681519	0.000753894	0.000213302	0.000105031	0.005418911	0.009603081	0	3.55E-05	0	0	0.000945324	0	0.003786854	0.001618679	0	0.003158359	0.008830238	9.87E-05	0.011324021	0.003891206	0.00198672	0.004341944	0.000983357	0	0.002584056	8.82E-06	0	0.000115591	0.00044613	0.000427551	0.001383288	1.73E-05	0.001182163	0.000918411	0.001642415	0	0.000355294	0.003815026	0.004311362	0	0	5.15E-05	0	0	0	0	9.73E-06	0.00554732	0.000178211	0	0.001416618	0.002105865	0.006514037	0.005230688	0	0.004906582	0	0.000467609	0	0.001942689	0.000266279	0.002841206	0	0.003091352	0.000887864	0.000732189	0	6.85E-06	7.64E-06	0	0	0.00132765	0.00423799	0.008656621	0.003757517	0.006792086	0.003652841	5.16E-05	0.005402524	0.007179464	7.11E-05	0.007156757	0.000774781	0.000896478	0	5.34E-05	0	0.000110325	8.20E-05	0.005416327	0.000751227	0.00200959	0.004058221	0.000394005	0	0.000585694	0.000903605	0.00020676	0.001289875	0	0	0	0	0	0	0	0	0	0	2.50E-05	0	0	9.42E-05
motu_linkage_group_673	0	0	7.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000240516	0	0	0	0.000137715	0	0.002588895	0	0	0	0	0.0001246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001861054	0	0	0	0	0	1.63E-05	0	0	0	0	0	0	0	0	0.00011912	0	0	0	0	0	5.99E-05	7.04E-05	0.000151446	7.66E-05	0.000121927	0.00026488	0	0.000332994	0	0	0	0	0	0	0	0	0	0	0	2.13E-05	8.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_675	0	0	0	0	0	0	0	0	0.000274399	0.000387529	0.00018001	0.000233122	0	0.000354406	2.41E-05	2.03E-05	0	1.24E-05	0	2.02E-05	9.31E-05	0	4.85E-05	0.000806278	0.000297569	0.001243439	0.001280653	0.001299261	0	0	0.000571631	0.001507393	0	0	0	0	4.54E-05	0	0.000391079	0	0	1.63E-05	0.000197358	0	0.000251767	0.000178235	5.42E-05	0.000218457	0.000176642	0	0.000476342	4.55E-05	0	0.000350775	0.000723747	0.000497214	0.0022041	8.77E-05	0.001463252	0.000926228	0.001170798	2.13E-05	0.001716203	0.000778059	0.000980062	0	0	0.000313602	0	0	0	0	0	0.000305048	4.68E-05	0	0.000781363	0.000328928	0.000307661	0.000811295	0	0.001170399	0	4.36E-05	0	0.000241103	0	0.000507432	0	0.000175064	6.52E-05	4.90E-05	0	1.22E-05	0	0	0	0.000245258	0.00092212	0.000709971	0.000632383	0.000660449	0.0003688	0	0.000389244	0.000334407	0	0.000485123	0.000134336	0.000148929	0	0	0	0	0	0.000318979	0.000507625	0.000709324	0.001163835	0.000507442	0	0.000590365	0.000218651	4.08E-05	0.000252064	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000146185
motu_linkage_group_677	0	0	0	0	0	0	0	0	0	0.001208908	2.32E-05	0	0.006658081	0	0	0	0	1.16E-05	0	0	0	0	0.003570192	0	0.002796716	1.21E-05	0	0	0	0	0.000890921	0	0	0	0	0	5.76E-05	0	0	0	0	0	0	0	0	0.000902109	0.00041054	1.70E-05	0.000242249	0	0	0.003647707	0.000292442	6.44E-05	0.008510217	0.001597747	1.72E-05	0.004611806	0	0.003220094	1.09E-05	0.007160147	6.35E-06	0.0001566	0.0001463	0.000217769	0	0	0	0	0	0	0	0	0.000889084	0	0	0	0	0.000395569	0	0.000371706	0	8.63E-05	0	0.001191358	0.000548036	0.000170693	0	0.000151656	0	6.73E-06	0	0	0	0	0	1.02E-05	7.13E-05	5.45E-05	0.000139426	0	4.49E-05	0	7.85E-05	0.000198707	0	0.000139954	0	0	0	0	0	0	0	0	0.004326185	4.97E-05	0	0.000222548	0	0	2.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000600949	0	0	0
motu_linkage_group_678	0.000560324	0.000508583	1.00E-04	2.51E-05	0.000162096	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005194162	0.000202936	2.19E-05	0	0.000408616	1.55E-05	0.005484378	0	0.005414679	0	3.70E-05	0.003029241	0	3.08E-05	2.10E-05	0	0	0.005867943	0.001834739	0.001920533	0.002948044	0	9.64E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00299343	0	0	6.72E-05	0	0	0	2.03E-05	0	0.003814713	7.97E-05	0	0	0	0	0	0	0	0.000476916	0	9.54E-05	7.72E-05	6.41E-05	1.78E-05	0.00272701	0.003186561	0.002202909	0.00188538	0.003728278	0.001783724	0	0.001453228	0	0	0	0	0	6.89E-06	0	2.30E-05	7.05E-05	0	3.98E-05	0.001657549	0.00142078	0	0.00366723	0	0.003305955	3.40E-05	0.001586299	0.000170389	0	0	0	0	0	0.000212639	0	6.06E-06	0	0	0	0	0	0	0.000281366	2.22E-05	0	0	0	0	0	0
motu_linkage_group_679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00015165	0	6.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001428406	0	0	0.003411768	0	0	0.002969652	0	0	0.001566476	0	0	0.007012401	0	0	0	0	0	0.000351068	0	0	0	0	0	0	0	0	0	0	4.12E-05	0	0	5.32E-05	0	0.000124484	0.00021691	0	0	0.000106101	0	0	0	0	0.001348168	0	0	0	0.000871961	0	0	0	0.000704888	0	0	0	0	0	0	0.000213812	0	0	0	0	0	0	0	4.78E-05	0	0	0.000205796	0	0	0	0	0	9.82E-05	0	0	0	0	3.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000842596	0	0
motu_linkage_group_680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002956205	2.13E-05	4.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000529099	0	0	0	0	0	0	0	0	0	0	3.24E-05	0	2.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.77E-05	2.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000761639	0.000126647	0	0	0	0	0	0
motu_linkage_group_681	3.24E-05	4.24E-05	0	0	0	2.48E-05	9.63E-05	0	0.000822243	0.000314905	0.000756349	0.000174514	0	0.000105983	0	0	0	3.53E-05	0	0	0.000361666	0	6.47E-05	0.00035543	0.000118725	0.00031794	0.000221739	0.000665469	0	0	0.001025068	0.00302678	0	0	0	0	0.000418687	0	0.002443378	3.47E-05	0	0.000421425	0.003459149	0	0.003302387	0.001352661	0.000456829	0.00175279	0.000941688	0	0.003863574	0.000589846	3.29E-05	0.001575258	2.81E-05	0.000655218	0.004525668	1.91E-05	0.000673842	0.000658012	0.001692796	0	0.000381135	0.001606404	0.002069204	0	0	0.000936715	0	0	0	0	0	0.002197869	1.20E-05	0	0.001521707	8.22E-05	0.000297369	0.000212178	0	5.78E-05	0	0	0	0	0	0.000207916	0	1.59E-05	9.48E-05	3.64E-05	0	1.22E-05	0	0	0	0.000300634	0.001318254	0.000415306	0.000893734	0.000850223	0.000339808	0	0.000219014	0.000102727	0	0.000136306	0	0	0	0	0	0	0	0.001162015	0.000284311	0.001100268	0.001487278	0.000443246	0	0.001433377	9.10E-05	1.25E-05	0.000242052	0	0	0	0	0	0	0	0	0.000439377	0.000566067	0.000425958	0	0.000953959	0.002089603
motu_linkage_group_682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.24E-05	0	0	4.65E-05	0	0	6.22E-05	0	0	9.69E-05	0	0	0.000849582	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003946672	0	0	0.001009108	0	0	0	0	0	0	0	0	0	0	0	0	0.022074919	0	0.000356094	0	0	0	0.000676157	0	0	0	0	0	0	0.000807577	0	0	0	0	0	0	0	0.001099649	0	0	0.000731101	0	0	0	0	0	0.005979454	0	0.000741403	0	0	2.45E-05	0	0	0.004080407	0	0	0.004726311	0	0	0	0	0	0.012666667	0	0	0	0	0	0	0.002420297	0	0
motu_linkage_group_683	0.000314173	0.000205501	0.002498021	0.001053204	0.000640605	0.000465431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.16E-05	0	0.000595972	8.06E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004153481	0	0.008456667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107878	0.000110917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102318	8.62E-05	0	0	0	0	0	0
motu_linkage_group_684	0.006573083	0.007895887	0.009404432	0.001406231	0.005313944	0.000931813	0.004161547	0.000750576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01195474	0.004913439	0	0	0.006487369	0.003830283	0.009515016	0.000573319	9.35E-05	0	0	0	0	0	0	0	0	0	0	0	7.03E-06	0	0	8.82E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001026648	0	2.62E-05	0.000541813	0	0.00123757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.54E-05	0.0001278	0.000153183	0	0.000817262	0.006378236	0.006629141	0.010669251	0.014015989	0.008648167	2.93E-05	0.009505395	0	0	0	0	0	8.23E-05	0	8.66E-05	8.60E-05	0	9.59E-05	0.004208447	0.00389733	0	0.002108039	0	0.002000536	0	0.000476261	1.89E-05	0	0	3.43E-05	0	0	0.001953543	0.000315206	0.003377764	0	0	0	0	0	0	0	0	0.001453839	0	0	0	0	7.93E-06
motu_linkage_group_685	0	0	0	0	0	0	0	0	3.74E-05	0.020306934	8.31E-05	0.000237654	0.038808189	0.000258171	0	0	0	0	0	0	0	0	0.00098959	0	0.009053011	9.87E-05	0	0	0	0	0.000218086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.91E-05	0	0	0	0	0	0	0	0	0.003541858	1.85E-05	0	0.001348935	3.79E-05	0.00280952	2.88E-05	0.000645348	3.76E-05	0.000209402	0.000237111	0	0	0	0	0	0	0	0	0	5.77E-05	0	0	0	0	0.002147142	0	0.002472999	0	5.48E-05	0	0.002338974	0.00029446	0.00057959	0	5.80E-05	0	0	0	0	0	0	0	4.10E-05	0.000171602	6.02E-06	0.000662493	3.03E-05	0.001351562	0	0.000224539	0.000781184	0	0.000437023	0	0	0	0	0	0	0	0	0.0055588	0.000342754	9.81E-05	5.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217093	0	0.000274232	0	0	0.00020473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000371367	0	0	0	0	0	0.000168696	0	0	0.000107403	0	0	0.00017582	0	0	0.001443715	0	0	0.000399837	0	0	0	0	0	0	0	0	0	0	0.00075263	0	0	0.000179318	0	0.000180476	0.000706784	0	0	0.000551937	0	0	0	0	0.000302682	0	0.000782766	0	0.000701071	0	0.000195228	0	0.000682549	0	0	0	0	0	0	0.001050297	0	0.000211531	0	0	0	0	0	0.00120703	0	0	0.000547401	0	0	0	0	0	0.000368258	0	0.000407746	0	0	0.000113914	0	0	0.001562384	0	0	0.001153332	0	0	0	0	0	0	0	0	0	0	0	0	0.001546292	0	0
motu_linkage_group_688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107386	0	0.000486486	0	0	4.51E-05	0	0	0	0	0	0	1.63E-05	0	0	0	0	0	0	0	0	0.014252566	0	0	0.012056541	0	0	0.007081299	0	0	0.006412588	0	0	0.017737789	0	0	9.56E-05	0	0	0.000835988	0	2.19E-05	0	0	0	0	0	0	0	0.000224236	0.003041938	0	0	0.004900698	0	0.002438063	0.000323656	0	0.000369684	0.000543442	0	0	0	0	0.000475893	0	0	1.82E-05	0.001805719	0	8.19E-05	0	0.002516298	0	0	0	0.000725901	0	1.80E-05	0.003174772	2.31E-05	1.07E-05	0	0	0	0	0	0.001819068	0	5.59E-05	0.003561144	0	5.40E-05	0.000152883	0	0	0.004122992	0	0.000130898	0	0	8.18E-05	0	0	9.70E-05	0	0	0.000813375	0	0	0	0	0	0	0	0	0	0	0	0	0.003050786	0	0
motu_linkage_group_690	0.002003328	0.001743106	0.002981561	0.00156966	0.002372368	0.000151173	4.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000597641	9.91E-05	0	0	0.000153837	0	0.003271297	0	7.32E-05	0	0	0	0	0	0	0	0	0	0	0	1.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001543943	0	0	9.62E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000755512	0	0	0	0	0	9.44E-05	0.000384599	0.000727482	0.002095347	0.000913746	0.001157775	0	0.000742689	0	0	0	0	0	0	0	0	0	0	0	0.001534331	0.001723499	0	0.00039555	0	0.000337671	0	0	0	0	0	0	0	0	0.000110377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
motu_linkage_group_691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008006066	0	0.002242432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.45E-05	0	2.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.11E-05	0	1.75E-05	0	0	2.58E-05	0	0	0	0	0	0	0	0.000137817	0.00024631	0	0	0.002759864	0	0.000372938	5.52E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.001334809	0	0	0
motu_linkage_group_698	0	0	0	0	0	0	0	0	6.16E-05	0.005961189	3.25E-05	5.50E-05	0.014523916	0.000173691	0	0	0	2.31E-05	0	0	0	0	0.004371027	0	0.009759669	0.000107145	0	0	0	0	0.000897683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000320878	0.000117747	1.33E-05	0	0	0	0.001511043	8.53E-05	1.92E-05	0.007739018	0.001943899	8.38E-05	0.005350782	1.04E-05	0.005129425	4.33E-05	0.006600886	4.65E-05	0.000620661	0.000694774	0	0	0	0	0	0	0	0	0	0.001326734	0	0	0	0	0.000929254	0	0.000970408	0	0.000400521	0	0.001797989	0.000791855	0.000381081	0	0.000166802	0	0	0	0	0	0	0	2.15E-05	0.000119667	3.76E-05	7.70E-05	1.52E-05	0.000181283	0	0.000163426	0.000462265	0	0.000713861	0	0	0	0	0	0	0	0	0.001031949	0	0	0.000225284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0	0	0
